rating,,review_text,
1,,"why the ""About"" status has only 50 characters now? And why on earth does it have a timer now??? I don't understand why developers want WhatsApp to be like other social media platforms???!!!!!",
5,,good WhatsApp,
5,,why I can't download,
1,,"this number is mine. How, it gets logout twice a week. 🤒🙄",
5,,not download,
1,,"Dear Fool WhatsApp Team In My WhatsApp Account There Is Near 10K Contacts & Chat History Datas. Your Foolish Team Banned My Account & Now Can't Able To Login Again. A Rubbish AI Created By You Is Totally Waste Repeating Same Answer For All Questions. If Any Knowledged Human Being There Means Kindly Answer My Question How The Hell Can I Recover All My Contacts,Chats & Datas In My This Bloody WhatsApp Account ? Hereafter I Don't Recommend Anyone To Use WhatsApp What Is Having Long Journey",
5,,whatsapp is very instrumental app,
4,,Quite easy I think!!,
5,,every thing is the best,
5,,I love this app please help me to open it please unlock it for me,
5,,One thing that will be nice since whatsapp is becoming a tool for work communication too. We must be able to set status on top not available on lunch. Not go look at your pic to maybe spot your status. please,
1,,delay on receiving codes,
1,,"One of the most frustrating things is that when I delete a message, the app still shows ‘You deleted this message.’ It completely ruins the privacy.",
1,,"setting an ""about* for a period and keep updating it is soo irritating for this new update",
5,,"guys,it is better 2 use wazzup if u wna message someone",
5,,it's very good and when it comes with network excellent. well done,
5,,Good of use,
1,,whatsApp delete ho gaya tha or sari chij delete ho gayi use wapis laao unband bhi ho gaya tha sari chije delete ho gayi maine whatsApp se compeniy se bolna chati hu theek ker do,
5,,very easy to use,
5,,This is very helpful,
5,,best but tired of much updates,
5,,"Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Use the edit icon to pin, add or delete clips.Tap on a clip to paste it in the text box.Use the edit icon to pin, add or delete clips.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Welcome to Gboard clipboard, any text that you copy will be saved here.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Use the edit icon to pin, add or delete clips.Touch and hold a c",
4,,lt is the app to be used in each phone tru y amazing but l wanted to make a new account in my tab but had problem to be used as a linking device,
5,,viery nice application,
2,,not good what app,
5,,world number one best app💚💚💚💚,
5,,i have just started here ..i dont know yet how to message via whattsapp,
1,,"updated version not showing contact's about information. The contact list is coming like choosing the option. This setting is not good. And I don't know where to check my friend's ( status or about) information (busy, battery about to die, hey there I am using WhatsApp). And in the status section WhatsApp channel is coming. It's not good. For status and WhatsApp channels there should be separate sections.",
5,,Nice you WhatsApp,
5,,Super great whatsapp ❤️❤️,
5,,"i have no use same time,i dont know why",
5,,This is a great app l have no problem with it. Everything works perfectly. l really like it. Thanks for the creator of this app keep it up.,
5,,That very good my WhatsApp keep on disappearing,
1,,why does it take so long to post a status it's frustrating aaahhhhh,
1,,slow downloading,
1,,How to sync contact,
5,,very nice and good application i am completely satisfied with this application,
1,,"it's time waste application. iam using WhatsApp for communicate with friends my account is banned again and again why my whatsapp is banned and after some time it will came if we do any chatings it again blocked.plese give me whatss app account back.,.unbanned my whatsapp number please sir ..,..........................................................................................m",
5,,I will just say this app is an Inrejectable app You cannot uninstall this app very useful and helpful,
5,,best of luck,
5,,I get it back on my phone screen,
5,,Enables you to send messages across the world regardless of geographic location,
2,,"it has got some mic glitch in the recent updates, my mic doesn't record a thing in voice message and I have to force stop and then start it. Asof now audio messages aren't getting anything recorded.",
1,,the most awful massanger app of all time,
3,,I think u guys should make it more like the iPhone's own. What I mean is when u hold press a particular chat or message the other ones behind should not be visible,
5,,chat Data back up,
1,,"it is not very fast. it has more than five times updateing in a month , but do difference in using of that. I don't like it.",
5,,easier for communication,
4,,I want my whatsapp lobo my cell phone display on index app,
1,,worst app .....i couldn't see others profile's about....,
4,,what the app very nice this app help to people call and video call and message thanks.........,
1,,It is a good app but why does my account keep getting spammed,
5,,been successful 🙌 always,
1,,i don't want to see suggested channel list in me update section.,
3,,"In ""media, links and documents"" options in chat, stickers are also being visible. Daily we use hundreds of stickers, so it's making the WhatsApp laggy. Please remove stickers from that option. or Put a universal filter for a user.",
5,,thank you for using what app,
5,,"It's just captivating, With the level of updates 🙂 it's so awesome 💯😎",
5,,please help me to upon don't close again please help me to upon my Whatsapp,
1,,lady hacker stop hack my account,
5,,Very good app,
5,,So much nice app,
4,,Quick. Friendly user still secure,
5,,Cant download whatsapp,
3,,why i m not able to reshared status of other people,
1,,there is a issue while uploading my whatsapp status other devices can't see it there is a message showing download isn't available right now,
1,,I am not able to open Whatsapp on my Oneplus 12 since today morning,
1,,getting hacked easily 😭😔 no security,
5,,Best app download is quick and simple,
3,,"""Please add an ‘Only Admin’ feature for group voice chats. Just like the ‘Only Admin’ mode for messages, there should be an option where only admins can start and control voice chats. This will improve group security and moderation. Thank you!""",
1,,Stupid and worse app always banning people account for no reason 🤨🤨,
5,,the amount of information you get here after the introduction of channels is amazing.,
1,,very slow after updating app...,
4,,The best,
5,,I am struggling to download whatsapp,
5,,it's is good 😊,
5,,sorry sir place My account unbanned from back to use WhatsApp only fast and last warning 🙏,
2,,I love the app but the problem is I can't get my backup end to end file and also I can't use my phone front flash light for video call.,
1,,I can't use whatsapp,
3,,"Great It's the best chatting app I've know. Keeps me up with families and friends FOR THE CHANNELS NOW ADDED, WHEN I SEARCH FOR A CHANNEL OR SOMETHING . IT NEVER BRINGS WHAT I SEARCH FOR. IT'S ALWAYS BRINGING OTHER CHANNELS I DON'T WANT ANYTHING TO DO WITH. I HOPE WHATSAPP FIXES IT SEARCHING FOR CHANNELS ACCURACY.",
5,,We must whatsApp in right way.,
5,,"WhatsApp makes communication so easy and reliable. Calls, chats, and media sharing are smooth. Truly a must-have app!",
5,,"Let me use this application easily please, be am tired of using it, you are restricted my account time to time, why now",
5,,"The best communicator, I am using it as my daily driver. Linked devices work smoothly, sometimes leave some older messages out of sync but that's no harm, can be deleted manually.",
1,,"WHY do I get logged out all the time, and the app isn't opening. What is all that about?",
4,,used to be perfect. but changes have been made to line change plus time you are speaking if you look elsewhere for info. not good changes. want old set up back. not so easy now.,
4,,"Facing chat pin issue, i am trying to pin some important chat but there is an issue, chat pin then immediately bydefault unpin, that is the bug... I m requesting to the team pls resolve this as early as possible...",
5,,so amazing and fun experience good,
5,,I like this application!,
5,,it's nice,
1,,the about section character limit is too tight. make it 100 characters like the way it did before.,
5,,"Hi 👋 “WhatsApp has made my daily communication easier, faster, and more secure. A very reliable app.”",
1,,"what's wrong with this application? why the about limit is only 50 characters? weird! even after update, we were expecting something cool or new. Hence Really disappointed.",
1,,"I will never ever, ever, download this app again. Not only did they refuse to let me uninstall the app but there is no way to delete your info. Never again, not a safe or trustworthy app!",
2,,It's not opening,
5,,My WhatsApp refuse to open. Asking for official WhatsApp,
1,,"failing to use, says it's not official WhatsApp",
1,,Unable to download this app in my window 11 pro,
5,,have a nice thing for me and everyone,
5,,open the WhatsApp,
5,,I have used it before,
5,,you thanks,
5,,Asoburyy 💕💕💕💕💕,
5,,"can,t use this app what happen to my WhatsApp",
5,,WhatsApp messe rate this app,
5,,very good lots of usefull,
1,,My WhatsApp is not connecting,
1,,"your policy where you delete all chat automatically when there is not enough room is so bad. It appears without any notice and suddenly everything just gone. this is totally not cool, I lost all my important messages. from now on I stop using WhatsApp",
1,,Why my whatsapp stop working. I don't do any illegal things.it says that i can't use WhatsApp because of spam but I did nothing wrong.,
2,,It is still okay to reach some people as a social application.,
5,,please make sure the transcript chat in Italiano,
5,,the best,
1,,allow status to upload in high quality and why did u set a word limit in bio??,
3,,Good for present reqmtsgood,
5,,please help me I can't log into my WhatsApp anymore,
5,,After updating my WhatsApp is not opening,
5,,everything is okey,
5,,sir please unbanned my WhatsApp,
5,,l love the way how this app keeps privacy,
5,,good experience in communication clear,
5,,"I love whatsApp ,and I think anyone can love it",
4,,hello I've been recently having problem with gifs they won't load I searched in Google and it said to clear cache but will clearing cache loose all my messages?,
5,,good app and helpful,
1,,sending messages don't unsend please you to solution this problem I am in trouble please solution this setting thankyou,
5,,WhatsApp is very easy and very superb,
5,,Very good app,
3,,"Too many ads chats, it's time move on from WhatsApp. Daily unknown number msgs or bank ads without any subscription.",
5,,I have an issue my audio can't record in WhatsApp please solve it,
1,,"My WhatsApp is not working, you're asking me download and nothing seems to work",
4,,Good Excellent,
5,,Awesome Application ❤️❤️❤️,
5,,"Rating: 1 Star Review Title: End-to-End Encryption Password Could NOT Be Reset – Lost All My Priceless Memories! The WhatsApp support team was absolutely not helpful when I contacted them regarding my inability to access my chat backup. I recently reinstalled the app and was prompted for the End-to-End Encrypted Backup password, which I do not recall setting or have now forgotten. Despite my desperate situation, the support team repeatedly stated they could not help me reset the password, citing",
2,,app keeps loading and brings up nothing.,
1,,SABSE KHARAB APP MERE ESSE WHATSAPP CHALU NHI HO RHA HE 👎👎👎👎🤮,
1,,Never works properly these days,
1,,updates should not be mandatory,
1,,"While WhatsApp is one of the most widely used messaging apps, several issues still need improvement. The app lacks advanced privacy control — users cannot fully hide their online activity, and profile visibility settings are limited. Media quality often compresses too much, reducing the clarity of images and videos. Backup issues, delayed notifications, and limited file-sharing options also affect productivity. Additionally, the app still doesn’t offer proper multi-device stability, causing freq",
1,,"I can't access my WhatsApp again keep seeing this information "" unofficial WhatsApp"" I'm so frustrated",
5,,update the WhatsApp message now,
1,,whatsapp are no longer work we r trying so many times to get open but again nd again start to login,
3,,It is good we need videos on WhatsApp,
3,,video calls today are too much glitchy blurry and inaudible... please improve this,
4,,this is very usefull app,
5,,Better than viber and skype. Thank you for giving replys .. Bye,
1,,"very disappointed after update, whtsapp give us features to lock chat so we can lock chat of that person which should not show others but after update now everyone can see frequently chat list where whtsapp shows also lock chat contacts then the purpose of lock chat died lock chat contacts should be hidden not showing in recent chats or frequently chat contacts please work on it it's terrible after this update I m mentally exhausted",
4,,It is good,
5,,Good Sarvece and security,
5,,love whatsapp coz it's user friendly ❤️,
2,,no longer be used due to spam,
1,,plz restricted mode off plz,
3,,would highly appreciate if an option is enabled for hiding the updates tab.,
1,,return the about(bio) back to normal previously it used to be like we can see the date and time of their bio and also you've reduced the words which is not good..it's a bad idea you should not change that...fixed it and bring back that old bio (about) settings,
1,,very bad app,
4,,App is good and widely used..... but previous versions were better,
1,,WhatsApp is a useful app it's very convenient and easy to use I have been having a problem with chats lock for 3 days it's a type of bug and it isn't solved I had also tried seeking help from WhatsApp chat AI,
1,,"I'm having difficulty removing channels I don't want, but when I hide them, the ones I don't need continue to recommend themselves. Why?",
5,,"I like this application and we can talk with our friends,parents and cousins",
5,,good to use,
1,,"I hate this thing of group mentions on statuses, atleast give us options to block or allow these status to pop-up if the numbers are not saved it becomes costly in terms of data usage and it's unnecessary",
5,,"This app is very helpful, but after the update when I want to see the status of my friends ALWAYS there is a bug that only displays the contact name, seconds, sounds, and caption, the rest is just a BLACK SCREEN",
5,,Help me bring my whatsapp back,
1,,while using the app I am sending a message to person's coming back from that message I am getting black screen in the bottom. could you please work on this issue and sort it out.,
5,,It is good to have it because I can chat with others,
5,,it's amazing and communication with each other people 🥰😇,
4,,Very good app,
5,,at the time my whatsapp are banned for some reason but I trust on help center they solve it I hope,
2,,I can't update my WhatsApp,
5,,great app,
5,,I need help my WhatsApp not working,
5,,but u tell me to use official WAP,
1,,the new upgrade is very dangerous for young people. now the statuses are at the top and channels show below and it changes during the day and I have seen R rated channels being displayed. there is no way to control age appropriate content. we will surely find another communication platform if this is not sorted out.,
5,,good app,
5,,very nice app,
1,,"When I copy two of my messages together, Why is the person's name copied along with it? I don't want to copy the person's name. I just want to copy two messages together. Do you have any new updates to copy two messages together? Only the messages are copied.",
5,,Amazingly great,
5,,It's a been a great experience I've got no complains about this app am a happy client so far 😊😊😊,
5,,Very good Application and Easy to use,
5,,sory,
5,,"WhatsApp is a popular, free messaging app praised for its reliability, user-friendly interface, and strong security features like end-to-end encryption, which are great for personal and business communication. However, some users have privacy concerns related to Meta's data practices, despite the separate privacy policy. Common drawbacks also include occasional bugs or poor call quality in certain network conditions, and some users feel newer features make it less simple.",
5,,Whatsapp is the best messages app,
4,,fast reliable and confidential best social communication app ever,
1,,telegram is so much better,
5,,This app always make day in communication,
3,,I can't figure out how to get on this app so I can use it HELP,
4,,"I would give it a five star if the keyboard wont type random emojis while i was just scrolling down, giving a wrong idea to the person u r talking to.",
5,,"Hey. Dear whatsapp community Team. Help, my account is banned.I am not able to Run whatsapp read all your terms and conditions.we will follow rules.I hope you will unban whatsapp as soon as possible. Thanks",
5,,my WhatsApp verification code not come,
5,,he is a very good 👍👍👍👍,
5,,My WhatsApp please response,
5,,"It's really good, you can easily get your daily work done, and it's also important to chat with your friends when you're at home 😊",
5,,I use this everyday,
5,,Tha app was so good and very use fully❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,
1,,what s app,
5,,I love this app so much because it helps me so much to communicate with my family and my friends I love this app so much once again Tanx 🌹,
5,,Awesome way of communicating with friends and ones,
5,,what can l do to use this whatsapp normal even without reveiews,
5,,It is a very reliable app,
5,,a very beautiful aap s,
5,,very useful nice app,
1,,my whatsap स्पैम ban प्रॉब्लम plesss हेल्प मे re open my whatsap अकाउंटउंट,
3,,This app is better for me.,
5,,Very easy,
1,,all photos got bluer when we put it to status,
5,,vwey nice app.,
1,,"Dear WhatsApp Team, I accidentally clicked a link by mistake, and my number has been banned for the last hour. I have tried to restore my account but was unable to do so. I am receiving this message: “This account cannot use WhatsApp. I assure you that I have not violated any WhatsApp policies. This is my personal number, and I am facing many problems because of this issue. Therefore, I kindly request you to review my case and restore my WhatsApp account as soon as possible. My WhatsApp number",
4,,implement groups option for status privacy.,
5,,TOO GOOD.,
1,,I downloaded the from WhatsApp official site yet I'm still asked to download the official WhatsApp,
3,,I cant install WhatsApp,
3,,"The new about feature is very very bad. I want my old abouts, which didn't have any expiry date and the limit was more than just 50 characters.",
5,,I like this app infect iam enjoying,
5,,LIFE LINE OF INDIA 💓💯💓,
5,,this app is very good,
3,,I’m satisfied with this new one,
1,,"Good morning. Yesterday morning, I used my watsapp to chat and replied messages but in the afternoon, my watsapp wasn't working anymore and it was telling me that I couldn't use my watsapp because of spam despite I have three step verification. I thought it was scammers trying to hack my watsapp. I deleted my old watsapp and downloaded a new one from Google playstore but up till now, I still can't access my watsapp and it keeps telling to download the official watsapp. still can't access watsapp",
1,,my account keeps on login me out every time when I request a review they just log me in for hours....always claim I can't use my WhatsApp due to spam without the evidence of the so claimed spam....I think am just bored with this App... because I can't access my chats....can I get a permanent clue you either log me out forever....or this behavior stops forever,
1,,Why can't I download it,
5,,how do i avoid Whatsapp suspending?,
1,,"I purchased a new SIM today.Then opened WhatsApp with the number.After WhatsApp account creation,1040+ WhatsApp contacts of the Previous SIM User automatically synchronised with my google account .What a pathetic from Android,Google,WhatsApp developers?Now i should delete the previous users contact one by one.Further the sim contacts automatically synchronised to Non deletable View Only Contacts.The developers should disable auto synchronisation of Contact 2 prevent this kind of issue in future.",
5,,It is AMAZING,
1,,"Hello, I follow all the rules in Whatsapp team, this mobile number is mine, please solve this problem",
5,,it's just perfect this app is like a treasure that helps millions around the world send messages pictures and documents,
5,,"updates new features, themes,",
5,,good app,
5,,"this app is easy to use ,it is also quick and safe.",
5,,whst sApp,
4,,Im rating this 4 because i cant lock my chats. Otherwise i would rate it 5 stars,
5,,It helps many people to connect with their relatives and their loved ones,
2,,whatsap otp problam,
3,,"After all These updates both on WhatsApp business and normal WhatsApp, updating my status has been a challenge. Using 5G Internet and uploading anything is nearly impossible.",
1,,it was working fine. they did some kind of update now I can't send or receive,
1,,WhatsApp is not opening,
3,,Am struggling to download this app,
5,,easy to use and protected,
5,,Very helpful,
5,,I communicate quick and easy,
1,,restore all chat pls,
5,,very good app😃,
5,,you are best WhatsApp,
1,,"Whatsapp used to be good.... now they are slowly takingc away user friendly features and pushing in AI and other unnecessary features like Channels.... I do not understand why Channels are even a thing in a private messaging app... You cannot disable channels and are just stuck with it.... For some reason, recently many vulgar chats are appearing in whatsapp... This is very harmful as many users are underage... Even if they are not, nobody appreciates seeing such vulgar content...",
1,,new update sucks whatsapp is not able to restore data from local backup my 12 years of data has been lost do something please the back-up is still in my phone memory but new update is not able to restore,
5,,It's completely fast and easy for everyone to use,
5,,this is the best free chatting app with full responsiveness and user friendly meta chat,
5,,Very good app for communications,
5,,thank you,
5,,i am interest very usefull and helpfull this app reall timing and good,
5,,excellent job with whatsapp,
5,,I love everything about this app.,
5,,Everything is very clear! I haven't had any issues! 😉,
5,,Official whatsap,
3,,No contect customer service,
5,,I love it 👍👍👍,
5,,so good and help full,
5,,this is good app,
5,,account back up,
5,,this is a good app,
5,,Whatsapp problem,
5,,"I am writing to express my profound dissatisfaction and frustration regarding the abrupt and unwarranted banning of my WhatsApp number. As a long-time user of WhatsApp, I have always adhered to your terms of service and community guidelines. The sudden disruption of my service has caused significant inconvenience and distress. I did not receive any prior warning or notification regarding any potential violation. EDIT: MY NUMBER WAS RETURNED, THANKS.",
2,,What's app not working,
1,,"Chat pinning on WhatsApp is not working. If you pin it once, if you close it and open it, it becomes an unpin. The disappear message is not working properly. The new update is not good at all.",
5,,best minimal chat app till date,
5,,the best communications app.,
5,,what's app solve please,
1,,"Currently, my kid uses WhatsApp for school communication. He cannot resist and ends up endlessly scrolling through WhatsApp Channels. WhatsApp has not parental controls please keep there option for remove those channel from our whats app please",
2,,"i does a video call last seen should be when call ended, it dosent take into account call in last seen pls fix",
1,,why is there no chat restore button?,
1,,"whenever I am trying to create new group on WhatsApp, then whatsApp blocks my account and WhatsApp says"" this account is no longer in use "". Previously previously WhatsApp doesn't charge for any WhatsApp messages. now WhatsApp demands money to send bulk messages. like WhatsApp other Indian apps are very cheap. Indian apps don't demand money for sending bulk messages. please All Indians boycott WhatsApp 🙏🙏🙋‍♂️🙋‍♂️",
5,,I need my whatsapp,
5,,Good app,
5,,"When uploading a status video which is longer than 60 secs, there should be an option available in which the complete video gets uploaded automatically in 60 sec sections in sequence so that it should not be done manually while keeping the current option also available so that any desired part may also be uploaded separately if required",
1,,With this app I don't lose my data but do more improvement's because many people don't like this app coz you don't separate chats from Groups and it's they find it boring so make it fun,
5,,Reviews typically take 24 hours 😠stop we will notify you in whatsApp. Chats are still on this device. Sorry for the whatsApp tnx,
1,,my app loading since yesterday,
3,,"whatsapp refreshing process been very slow, for example:: if i add story on WhatsApp and deleted it on the spot its still showing there, second when i rename my contacts names its take very longer time to show renames contact names.... kindly try to fix it there is bug maybe. once its done i ll change the feedback 🌟",
1,,very bad so this is big problem 😞😞,
3,,"following that last update, notifications are random, delayed and on locked screen, pop up is saying "" you may have a notification"" which is unnecessary when the app itself should do that. please fix this. or give an option to turn off..",
2,,The app keeps going off and takes time to reinstall.,
4,,"please add the feature in which we can send GIF's and Stickers to Meta AI, it makes conversations more lively, fun and easy. Please 🙏🏻",
1,,keeps crashing,
1,,Please provide option to disable meta ai,
1,,its not installing ive been trying from past 3 days,
5,,I love it 😍😍,
5,,hello sir whatapp has problem,
5,,message received wire problem 😞😕 please salw dhis problem,
2,,"whatsapp for windows. since your update on early Nov, the prog keeping crashing. everytime I restart, the messages are downloaded again. this program was working without trouble before the update.",
2,,There’s a privacy issue in WhatsApp. Hidden/Locked chats’ media is still visible in phone storage through File Manager/Cleaner even when Media Visibility is OFF. Anyone can access private photos without unlocking the chat.,
1,,when you switch your account your Main account will be removed and you lost all important massage,
5,,good this one,
5,,butiful apps wathapp,
1,,"Problem with sending video files, useless notifications, dull features and overall not really user friendly",
5,,my number please register & unban please 😞🙏🏻🙏🏻,
1,,"this is the worst app which I have ever seen , from this morning my WhatsApp account is suddenly blocked . by telling this account is no longer use WhatsApp, due to span but i am using WhatsApp only for my personal use today I have a exam in the afternoon and I have stored all my documents in WhatsApp only . contacting support, but no use .is anyone here who can help me immediately",
5,,It's just great,
5,,it's very good,
5,,very vice app,
5,,it is a good communicating app,
5,,"it's the Best messaging app I've used... it's safe n easy to use. But in the new update, channels show in the status section. there should be an option to hide/remove that section of we don't need it. Very weird and cringe channels appear in that place. Also loging in WhatsApp on different devices with the same phone number should be possible.",
5,,very nice app 👍 thanks,
1,,"PERHAPS DON'T ADD THE DURATION LIMIT FOR THE ABOUT SECTION, I HAD MINE SET AS 'WOODEN SPOON' FOR QUITE A LONG TIME AND I WOULD PREFER YOU REMOVE THE DURATION LIMIT... PLUS IT'S USELESS.",
5,,very nice app,
5,,Fine touch,
1,,"why is there a message deleting limit? I selected 2000 irrelevant messages from a group to delete which took me around 2 hours (maybe more), and then it says ""message limit for delete exceeded"" 😡🤬",
5,,"A good app, and sweetable for chatting",
5,,Good and nice,
5,,more than 5stars,
5,,Very nice 👌buot achi app hai ya👆,
1,,can't use it cause my strict parents,
4,,"I'm gonna rate 4/5 because, the Al on it it doesn't works on my phone so..... But it is easy for chatting 🔥🔥",
5,,Easy to communicate with family and friends abroad,
5,,"The app works great, is easy to use, and is very reliable and convenient for daily communication.",
5,,Easly for me thanks,
1,,I can't upload full HD status,
5,,I love the app. It's interesting 💞💞,
1,,"This Current WhatsApp keeps informing my contact list that am using old version of WhatsApp , after it's got updated 23rd of November 2025 ?😩 that's so bad 😞 fr 😭",
5,,very bad app.,
5,,such a nice application,
2,,lots of bugs are happening now a days in my WhatsApp I put a status and I found out in between screen in my WhatsApp plz consider my request,
5,,is the best app,
5,,was easy to verify,
5,,"Excellent, thanks",
5,,It's a great App to Meet and Greet,
3,,I love the use of it,
5,,so good app,
5,,this app is very good and this app provide clear video call and safe.,
1,,can't save about 👺👺👺,
3,,It was good using this app,
4,,We satisfy in send WA and call many friend's.,
5,,Very good and easy,
1,,it helps in times of problems while traveling,
5,,I appreciate your service,
1,,"worst update. first of all send photo before edit, but now directly send the photo.",
5,,it give good service.,
4,,great app,
4,,It's the best,
5,,Amazing App WhatsApp calls massages and voice call very amazing App for that WhatsApp mashallah ❣️💞,
3,,"Great app. However, I've not been able to use the Meta AI since yesterday. Anytime I tried to search for something, this came up ""There was a problem generating a response. Please try again later."" as a response. Please, fix this problem as soon as possible. Thanks",
1,,"Cannot install it on my Huawei and I want WhatsApp to know even when I install it from the WhatsApp website, it still says it is unofficial. It even kicked me out in the middle of the night after normal usage for months. What is wrong with this developer? Someone who does not use it for no reason. Can this be sorted. Is this political or just really a privacy issue? Whatever it is you guys are loosing me as a user of two WhatsApp accounts. Going to report this to the highest authority.",
1,,I can't access this WhatsApp,
4,,I really find it very difficult to receive the 6-digit code to verify my WhatsApp /WhatsApp business App. What can I do to verify my WhatsApp contacts? I'm so used to WhatsApp and as result of not being able to verify my number gives me sleepless nights.How can I fix this mess???,
5,,thank you,
5,,That is so important,
1,,mere phone me download nhi ho raha hai,
1,,not possible to recover chats from Google backup,
1,,"Missed called no have lockscreen notifications !!! when have missed call, no have lockscreen notifications, the lockscreen notifications will auto dissapear itSelf !! Poco F7 Pro global hyperos 3.0.4.0 WOKMIXM ANDROID 16...",
1,,how can I log out a WhatsApp app,
5,,🙄 I see that I have to have a time period for my status,
5,,enjoyed my whatsapp,
1,,worst app and update ever,
5,,hye when can i make the new update,
5,,I love whatsapp,
1,,I keep on struggling with it when I have to download it,
5,,very nice app and easy to use,
5,,whats app screen not activet,
5,,the best App,
5,,love this app!,
5,,Be good 👍 at all times,
5,,it has been really useful using this 👆 since I started it.,
2,,The app is good I won't lie but you adding features that are useless such as the new about feature at least give ua an option to keep it permanent and also you update the app but we loose sound please fix your bugs and add useful things without ruining other features and user experience,
3,,"in this update translate chat option added it's not working ""failed to transulate. language pack not found"" error showing always on display",
5,,my WhatsApp was banned my mistake plz review and restore my account,
5,,good and user friendly,
5,,help me whatsapps Plesse,
1,,"after updating new version,my whatsapp download speed is very very poor, getting irritated.please fix the problem.",
5,,A reliable messaging app with clear calls and fast delivery. Perfect for everyday communication.,
2,,"option to show links when sending twitter, youtube links",
1,,new bio feature is very disappointing. For the new change don't make whatsapp too much weird,
3,,"I'm a WhatsApp heavy user .. and what I can tell is that if you have another number and u use the dual account.. it doesn't seem to be syncing well. the backup also has some problem as it doesn't allow me to change the time or if it is not suppose to change time, it should have this feature as syncing at 7am is not a good timing as this hour is my traveling time. if u ask, the best time would be 3am when I am sleeping but even when I manually trigger the back up, it doesn't seem to work as smoot",
2,,i can open my business WhatsApp with my number since yesterday 11 pm as we speak i dont have WhatsApp and im working using whaatsapp please assist it busy givee the same message to download i download still. give the same message want me to change number and i cany change my number i try to install still give me the same message try with share it no luck on my side please assist i need to have whaatsapp today morning please assist me to have my whaatsapp back im using it for business please assi,
4,,worst experience I got today i mistakenly deleted whatsapp but when I reinstalled it all the chats were gone and they were very important my backup was turned on and nothing worked we got fooled please i request a Whatsapp team please help me they were very important messages and chats my WhatsApp is empty now you people are there in the tech team please help me i beg you people please 🥺,
5,,i gave it a 5 star so my review can come up..but honestly my experience with this app is terrible...I keep getting banned for no reason...not just temporary but permanent...I am so upset and angry that there is no human review...I keep getting an AI review which is even more annoying... please fix the system..it's really upsetting.,
2,,it was very good app it is my favourite app call option will also good nice app opppppppppppĺpppppppppppppppppppppppp is app in the word o patio,
1,,why I found old version of whatsapp on my device. and I receive silent notifications again and again. if you not solve my problem i will definitely delete my whatsapp account because the fault of whatsapp team support.,
5,,8TV Stickers Whatsapp that cool message nice,
5,,best ever app i used in my daily routine,
5,,i have problems to add the application,
2,,all the best good 👍👍👍👍😊😊,
4,,this app like a family group,
5,,it's absolutely trueth and बहुत बहुत धन्यवाद,
4,,hello sir I am in the meeting with you and your family a very happy diwali 🎇🪔,
4,,"need 1m Massage disappearing features, i",
1,,"trying uninstall,but it's not working properly",
1,,slow in downloading but it's not bad,
1,,it's very bad application I have some problem I discuss with appliction but they not giving any solution for yhis,
1,,Whatsapp not work,
4,,The best app in to the wrold,
5,,this is the best thing,
5,,good app,
5,,good for frennndahip for whatsap,
1,,after the recent update.... many people are unable to view my status... when I check their phone it is saying unable to download the status please check again like that... facing this from the last 10 days... please fix this issue at the earliest.....,
5,,it's a great app and I love it. deserves 5 stars,
5,,Very good useful app,
5,,productivity at its peak,
5,,"my name is Mzamane Nkuriso i was born on Saturday 7 April 2012, I am the only daughter as a middle child between my big brother and little brother i love what's app so much and I can't live without it, because I can chat with people who are far away from me and even call them . Everyone in the world is using the what's app, this is a good app that every people in the world can use it and everything is there step and rules I get this app from my dad and I see him enjoying it because he wasall",
5,,"I love the new ""Like"" button for Status because it doesn't clutter the chat with messages! However, it is too limited. Not every status is a ""Heart"" moment—some are funny, sad, or shocking. Please allow us to long-press the Heart button to choose different reactions (Like, Haha, Sad, Wow) that appear in the viewer list, just like on Facebook. We need more ways to react without starting a whole conversation!",
1,,not able to open it,
5,,help me my whatsapp download please,
5,,please this app hurry up doing update please,
1,,"My WhatsApp account was suddenly suspended and given two notices, one is that an adult has gone from my ID to some other ID but something like this has been sent and the second is that I am using your official apps but I am being told that I am not using the official apps! I am giving them notice but they are talking nonsense!",
1,,"very bad apps, girls always block me for some reason, please remove the block application.",
2,,this apps misbehave sometimes trying to add account but keeps showing loading they should fix it please,
1,,forced to use meta ai and there is no option to disable it,
5,,good service very good successful clear,
1,,please unbanned my whatsapp no,
3,,The best app I've come across,
1,,I don't like whats app,
5,,"The traditional massager is much smarter now. Edit: Sorry, I know the spelling is actually ""messenger"" 😅",
5,,good App. best app ever. clean interface. very good app,
1,,new version is totally a message.it erased all my old settings&not allowing any new settings like individual notification or media settings 24th Nov still new update also not working for personal media and notification settings... what's the hell it is.... first time feeling like to uninstall what's app,
3,,why u ban my account ? I can't log in now .. I don't do anything but why u ban my whatsapp,
1,,i have a problem with login to another new phone,
5,,it working very good and exciting,
2,,please remove the option when we delete something it doesn't need to show we have deleted something this is worst feature please facing lot of problems for this,
